episode,reward_total,reward_leader,reward_follower,timesteps,wall_time
463,992.35,993.66,-1.31,23,1068.6
464,991.92,992.39,-0.48,36,1069.6
465,986.04,989.45,-3.42,34,1070.5
466,994.10,995.19,-1.09,23,1071.1
467,994.27,994.79,-0.53,24,1071.7
468,-504.60,-504.14,-0.46,7,1072.0
469,1002.95,999.21,3.73,23,1072.5
470,994.17,994.92,-0.75,22,1073.1
471,980.79,985.98,-5.19,41,1074.2
472,989.35,991.60,-2.25,28,1074.9
473,-511.78,-510.74,-1.05,10,1075.2
474,986.66,988.97,-2.30,37,1076.2
475,991.78,992.64,-0.86,33,1077.1
476,993.18,992.08,1.10,36,1078.1
477,991.67,992.61,-0.94,32,1078.8
478,989.05,990.93,-1.88,31,1079.6
479,987.10,989.49,-2.39,38,1080.6
480,989.01,991.67,-2.66,28,1081.3
481,990.48,992.50,-2.02,26,1082.0
482,-513.95,-512.63,-1.33,19,1082.5
483,983.92,984.40,-0.49,26,1083.2
484,979.60,985.43,-5.82,34,1084.1
485,-510.32,-508.84,-1.48,13,1084.5
486,999.82,997.45,2.37,24,1085.1
487,989.20,991.93,-2.73,26,1085.8
488,993.21,994.09,-0.89,24,1086.4
489,979.71,980.92,-1.21,32,1087.1
490,991.22,993.04,-1.82,24,1087.8
491,-506.77,-505.73,-1.03,11,1088.1
492,992.19,993.46,-1.27,25,1088.8
493,995.12,995.49,-0.36,24,1089.4
494,989.84,992.06,-2.22,29,1090.2
495,988.30,990.61,-2.31,33,1091.1
496,993.52,994.58,-1.06,23,1091.6
497,992.32,993.36,-1.04,29,1092.4
498,-506.24,-505.58,-0.65,6,1092.5
499,986.41,989.69,-3.28,31,1093.3
500,992.60,994.38,-1.78,22,1093.9
501,987.10,990.34,-3.24,29,1094.6
502,987.88,990.95,-3.08,28,1095.4
503,994.03,994.69,-0.66,24,1096.0
504,991.89,993.72,-1.83,23,1096.6
505,-503.77,-503.19,-0.58,4,1096.7
506,990.41,992.96,-2.55,23,1097.3
507,988.70,990.08,-1.38,37,1098.2
508,983.51,987.79,-4.29,34,1099.1
509,987.16,989.30,-2.15,40,1100.1
510,992.99,993.81,-0.82,26,1100.8
511,982.08,986.85,-4.77,41,1101.8
512,983.65,986.89,-3.24,40,1102.9
513,996.65,995.84,0.81,23,1103.5
514,987.58,989.64,-2.06,35,1104.4
515,995.49,990.51,4.98,32,1105.3
516,988.38,991.14,-2.76,26,1105.9
517,979.85,983.63,-3.78,36,1106.9
518,991.10,992.36,-1.26,31,1107.7
519,993.49,992.55,0.93,31,1108.5
520,983.00,985.03,-2.03,29,1109.3
521,992.11,994.04,-1.93,21,1109.9
522,989.80,992.66,-2.86,22,1110.4
523,986.32,989.43,-3.10,37,1111.4
524,991.80,992.26,-0.46,34,1112.3
525,989.31,991.12,-1.81,30,1113.1
526,978.32,980.45,-2.13,39,1114.1
527,985.75,989.75,-4.00,27,1114.8
528,990.59,992.24,-1.65,31,1115.6
529,991.23,992.01,-0.78,22,1116.2
530,984.78,987.26,-2.48,32,1117.0
531,991.37,992.20,-0.83,31,1117.8
532,989.59,990.68,-1.09,36,1118.8
533,987.23,989.69,-2.46,33,1119.7
534,988.95,991.12,-2.17,27,1120.4
535,978.10,981.18,-3.07,38,1121.3
536,1003.02,998.82,4.20,26,1122.0
537,994.38,995.49,-1.11,21,1122.5
538,-511.13,-509.38,-1.75,15,1122.9
539,988.06,991.24,-3.17,28,1123.7
540,988.96,990.90,-1.94,34,1124.6
541,982.52,985.89,-3.37,29,1125.3
542,990.57,992.99,-2.42,23,1126.0
543,1019.80,1007.76,12.04,24,1126.6
544,978.46,982.74,-4.27,33,1127.5
545,990.48,992.40,-1.92,28,1128.2
546,990.47,991.02,-0.56,32,1129.1
547,992.15,992.98,-0.82,30,1129.8
548,-503.65,-503.44,-0.21,6,1130.0
549,992.21,993.45,-1.25,26,1130.6
550,992.94,994.15,-1.21,22,1131.2
551,986.54,990.20,-3.66,33,1132.1
552,983.54,985.11,-1.56,37,1133.1
553,1004.20,999.39,4.81,31,1133.8
554,987.94,991.85,-3.91,23,1134.4
555,984.62,987.11,-2.49,38,1135.4
556,983.10,986.37,-3.27,35,1136.3
557,993.74,994.45,-0.71,24,1137.0
558,993.12,994.51,-1.39,22,1137.6
559,988.44,991.47,-3.03,26,1138.2
560,991.79,992.71,-0.92,28,1139.0
561,985.98,988.52,-2.53,26,1139.7
562,970.67,975.01,-4.34,48,1140.9
563,990.37,991.76,-1.39,31,1141.7
564,989.33,991.84,-2.51,29,1142.4
565,991.34,992.70,-1.35,26,1143.1
566,991.78,993.13,-1.35,30,1143.8
567,989.11,991.68,-2.57,25,1144.5
568,940.02,938.79,1.23,125,1147.7
569,1003.75,995.41,8.33,36,1148.6
570,991.61,993.25,-1.65,23,1149.2
571,987.63,989.44,-1.81,36,1150.2
572,990.60,991.90,-1.30,31,1151.0
573,985.69,989.21,-3.52,33,1151.9
574,980.50,987.78,-7.28,24,1152.5
575,993.09,994.37,-1.27,22,1153.1
576,991.34,993.73,-2.39,23,1153.7
577,986.90,990.49,-3.59,28,1154.5
578,-506.12,-506.98,0.85,18,1155.0
579,988.79,990.75,-1.96,35,1155.9
580,990.42,990.32,0.10,30,1156.6
581,987.70,990.98,-3.28,28,1157.4
582,982.46,987.01,-4.56,39,1158.4
583,988.89,991.66,-2.77,26,1159.2
584,986.82,990.05,-3.23,33,1160.0
585,989.61,991.11,-1.49,32,1160.8
586,985.21,988.77,-3.56,31,1161.6
587,973.28,979.31,-6.03,51,1162.9
588,-509.51,-507.44,-2.07,13,1163.2
589,993.58,994.66,-1.08,22,1163.8
590,992.11,993.76,-1.66,22,1164.3
591,987.33,989.14,-1.81,27,1165.0
592,-507.22,-506.07,-1.15,11,1165.3
593,988.13,990.69,-2.56,33,1166.2
594,991.22,992.24,-1.02,31,1167.0
595,982.44,986.77,-4.33,38,1168.0
596,992.72,993.84,-1.12,24,1168.6
597,991.13,993.16,-2.03,23,1169.2
598,987.33,989.58,-2.26,31,1170.0
599,986.86,989.61,-2.75,33,1170.9
600,986.22,988.78,-2.56,37,1171.9
601,985.35,987.07,-1.72,31,1172.7
602,991.33,993.70,-2.36,21,1173.3
603,-508.63,-507.79,-0.84,13,1173.7
604,-504.89,-504.22,-0.67,7,1173.9
605,989.42,991.74,-2.31,27,1174.6
606,990.07,991.02,-0.95,34,1175.4
607,-504.11,-503.52,-0.59,5,1175.6
608,989.36,991.58,-2.22,27,1176.3
609,990.61,992.52,-1.91,28,1177.0
610,993.75,994.59,-0.85,23,1177.7
